year,region,location,block,genotype,rainfall,temperature,soil_ph,yield
2018,MT,MT1,3,G5,939.7371322408986,27.861735698828817,6.3943065614302075,6.895728021368902
2018,MT,MT1,3,G6,939.7371322408986,27.861735698828817,6.3943065614302075,6.305814232622284
2018,MT,MT1,3,G7,939.7371322408986,27.861735698828817,6.3943065614302075,6.2853673329355875
2018,MT,MT1,3,G8,939.7371322408986,27.861735698828817,6.3943065614302075,7.1294388052012785
2018,MT,MT1,3,G9,939.7371322408986,27.861735698828817,6.3943065614302075,7.075085182255353
2018,MT,MT1,3,G10,939.7371322408986,27.861735698828817,6.3943065614302075,6.415576037348649
2018,MT,MT1,3,G11,939.7371322408986,27.861735698828817,6.3943065614302075,7.209394236853414
2018,MT,MT1,3,G12,939.7371322408986,27.861735698828817,6.3943065614302075,6.70325325959667
2018,MT,MT1,4,G1,939.7371322408986,27.861735698828817,6.3943065614302075,6.94751523348674
2018,MT,MT1,4,G2,939.7371322408986,27.861735698828817,6.3943065614302075,6.50009403320977
2018,MT,MT1,4,G3,939.7371322408986,27.861735698828817,6.3943065614302075,5.7623828746811565
2018,MT,MT1,4,G4,939.7371322408986,27.861735698828817,6.3943065614302075,7.039768655642018
2018,MT,MT1,4,G5,939.7371322408986,27.861735698828817,6.3943065614302075,6.23233801020092
2018,MT,MT1,4,G6,939.7371322408986,27.861735698828817,6.3943065614302075,6.583722424195616
2018,MT,MT1,4,G7,939.7371322408986,27.861735698828817,6.3943065614302075,6.626893221199482
2018,MT,MT1,4,G8,939.7371322408986,27.861735698828817,6.3943065614302075,6.826067301203967
2018,MT,MT1,4,G9,939.7371322408986,27.861735698828817,6.3943065614302075,6.848392195526702
2018,MT,MT1,4,G10,939.7371322408986,27.861735698828817,6.3943065614302075,6.391858328823477
2018,MT,MT1,4,G11,939.7371322408986,27.861735698828817,6.3943065614302075,6.075162894249084
2018,MT,MT1,4,G12,939.7371322408986,27.861735698828817,6.3943065614302075,6.706789618289464
2018,MT,MT2,1,G1,881.2330293299882,26.584629257949587,6.073806403170392,6.096908481734615
2018,MT,MT2,1,G2,881.2330293299882,26.584629257949587,6.073806403170392,6.410745628886151
2018,MT,MT2,1,G3,881.2330293299882,26.584629257949587,6.073806403170392,7.183839665240226
2018,MT,MT2,1,G4,881.2330293299882,26.584629257949587,6.073806403170392,6.482580715325519
2018,MT,MT2,1,G5,881.2330293299882,26.584629257949587,6.073806403170392,5.621638480980186
2018,MT,MT2,1,G6,881.2330293299882,26.584629257949587,6.073806403170392,6.911190248663114
2018,MT,MT2,1,G7,881.2330293299882,26.584629257949587,6.073806403170392,6.37781482474392
2018,MT,MT2,1,G8,881.2330293299882,26.584629257949587,6.073806403170392,6.146829426783643
2018,MT,MT2,1,G9,881.2330293299882,26.584629257949587,6.073806403170392,7.0019654745330095
2018,MT,MT2,1,G10,881.2330293299882,26.584629257949587,6.073806403170392,6.528985030047917
2018,MT,MT2,1,G11,881.2330293299882,26.584629257949587,6.073806403170392,6.67519725400563
2018,MT,MT2,1,G12,881.2330293299882,26.584629257949587,6.073806403170392,7.06728370487175
2018,MT,MT2,2,G1,881.2330293299882,26.584629257949587,6.073806403170392,5.884975666216817
2018,MT,MT2,2,G2,881.2330293299882,26.584629257949587,6.073806403170392,6.3336151574014625
2018,MT,MT2,2,G3,881.2330293299882,26.584629257949587,6.073806403170392,5.787896964724399
2018,MT,MT2,2,G4,881.2330293299882,26.584629257949587,6.073806403170392,6.064246742826241
2018,MT,MT2,2,G5,881.2330293299882,26.584629257949587,6.073806403170392,6.336666929499633
2018,MT,MT2,2,G6,881.2330293299882,26.584629257949587,6.073806403170392,6.0167361220140165
2018,MT,MT2,2,G7,881.2330293299882,26.584629257949587,6.073806403170392,6.473683765850724
2018,MT,MT2,2,G8,881.2330293299882,26.584629257949587,6.073806403170392,6.746862266887783
2018,MT,MT2,2,G9,881.2330293299882,26.584629257949587,6.073806403170392,5.7883832200716165
2018,MT,MT2,2,G10,881.2330293299882,26.584629257949587,6.073806403170392,6.654767434244477
2018,MT,MT2,2,G11,881.2330293299882,26.584629257949587,6.073806403170392,5.635578135221558
2018,MT,MT2,2,G12,881.2330293299882,26.584629257949587,6.073806403170392,6.662623303083042
2018,MT,MT2,3,G1,881.2330293299882,26.584629257949587,6.073806403170392,6.563936524227392
2018,MT,MT2,3,G2,881.2330293299882,26.584629257949587,6.073806403170392,6.168890592990451
2018,MT,MT2,3,G3,881.2330293299882,26.584629257949587,6.073806403170392,6.368808447903845
2018,MT,MT2,3,G4,881.2330293299882,26.584629257949587,6.073806403170392,7.235526130829907
2018,MT,MT2,3,G5,881.2330293299882,26.584629257949587,6.073806403170392,6.049239065035353
2018,MT,MT2,3,G6,881.2330293299882,26.584629257949587,6.073806403170392,6.161993994847208
2018,MT,MT2,3,G7,881.2330293299882,26.584629257949587,6.073806403170392,6.693751510122266
2018,MT,MT2,3,G8,881.2330293299882,26.584629257949587,6.073806403170392,6.862356379274675
2018,MT,MT2,3,G9,881.2330293299882,26.584629257949587,6.073806403170392,7.102632402718232
2018,MT,MT2,3,G10,881.2330293299882,26.584629257949587,6.073806403170392,6.145547262917
2018,MT,MT2,3,G11,881.2330293299882,26.584629257949587,6.073806403170392,5.875481913346349
2018,MT,MT2,3,G12,881.2330293299882,26.584629257949587,6.073806403170392,6.431839453387333
2018,MT,MT2,4,G1,881.2330293299882,26.584629257949587,6.073806403170392,6.670562711728859
2018,MT,MT2,4,G2,881.2330293299882,26.584629257949587,6.073806403170392,6.690357314372273
2018,MT,MT2,4,G3,881.2330293299882,26.584629257949587,6.073806403170392,6.832620842212388
2018,MT,MT2,4,G4,881.2330293299882,26.584629257949587,6.073806403170392,6.473285170012392
2018,MT,MT2,4,G5,881.2330293299882,26.584629257949587,6.073806403170392,6.062587226013839
2018,MT,MT2,4,G6,881.2330293299882,26.584629257949587,6.073806403170392,6.447864726877724
2018,MT,MT2,4,G7,881.2330293299882,26.584629257949587,6.073806403170392,6.56917900948769
2018,MT,MT2,4,G8,881.2330293299882,26.584629257949587,6.073806403170392,5.752762810025111
2018,MT,MT2,4,G9,881.2330293299882,26.584629257949587,6.073806403170392,6.387123520227533
2018,MT,MT2,4,G10,881.2330293299882,26.584629257949587,6.073806403170392,6.230939484099331
2018,MT,MT2,4,G11,881.2330293299882,26.584629257949587,6.073806403170392,6.540785588475886
2018,MT,MT2,4,G12,881.2330293299882,26.584629257949587,6.073806403170392,6.071651788898299
2018,GO,GO1,1,G1,854.65669747568,25.857029702169378,6.307336208104485,6.897461046310422
2018,GO,GO1,1,G2,854.65669747568,25.857029702169378,6.307336208104485,6.602523934350616
2018,GO,GO1,1,G3,854.65669747568,25.857029702169378,6.307336208104485,6.184414024603756
2018,GO,GO1,1,G4,854.65669747568,25.857029702169378,6.307336208104485,6.765060904754167
2018,GO,GO1,1,G5,854.65669747568,25.857029702169378,6.307336208104485,8.111807685528595
2018,GO,GO1,1,G6,854.65669747568,25.857029702169378,6.307336208104485,7.101563595898953
2018,GO,GO1,1,G7,854.65669747568,25.857029702169378,6.307336208104485,6.654039638722323
2018,GO,GO1,1,G8,854.65669747568,25.857029702169378,6.307336208104485,6.605559632417866
2018,GO,GO1,1,G9,854.65669747568,25.857029702169378,6.307336208104485,6.264736834866249
2018,GO,GO1,1,G10,854.65669747568,25.857029702169378,6.307336208104485,6.952218356217304
2018,GO,GO1,1,G11,854.65669747568,25.857029702169378,6.307336208104485,5.846882948166276
2018,GO,GO1,1,G12,854.65669747568,25.857029702169378,6.307336208104485,5.717064265494326
2018,GO,GO1,2,G1,854.65669747568,25.857029702169378,6.307336208104485,6.904973229734113
2018,GO,GO1,2,G2,854.65669747568,25.857029702169378,6.307336208104485,5.882378334104358
2018,GO,GO1,2,G3,854.65669747568,25.857029702169378,6.307336208104485,6.582302760358516
2018,GO,GO1,2,G4,854.65669747568,25.857029702169378,6.307336208104485,6.552234790941626
2018,GO,GO1,2,G5,854.65669747568,25.857029702169378,6.307336208104485,6.624685665950812
2018,GO,GO1,2,G6,854.65669747568,25.857029702169378,6.307336208104485,6.305076078723756
2018,GO,GO1,2,G7,854.65669747568,25.857029702169378,6.307336208104485,6.398761420082167
2018,GO,GO1,2,G8,854.65669747568,25.857029702169378,6.307336208104485,6.6390061733600225
2018,GO,GO1,2,G9,854.65669747568,25.857029702169378,6.307336208104485,6.511639866337405
2018,GO,GO1,2,G10,854.65669747568,25.857029702169378,6.307336208104485,6.562779783384967
2018,GO,GO1,2,G11,854.65669747568,25.857029702169378,6.307336208104485,6.227747430559503
2018,GO,GO1,2,G12,854.65669747568,25.857029702169378,6.307336208104485,6.548296142154808
2018,GO,GO1,3,G1,854.65669747568,25.857029702169378,6.307336208104485,6.366352880645447
2018,GO,GO1,3,G2,854.65669747568,25.857029702169378,6.307336208104485,7.2481130053525105
2018,GO,GO1,3,G3,854.65669747568,25.857029702169378,6.307336208104485,6.56564909815773
2018,GO,GO1,3,G4,854.65669747568,25.857029702169378,6.307336208104485,6.516225587818897
2018,GO,GO1,3,G5,854.65669747568,25.857029702169378,6.307336208104485,6.262233086509807
2018,GO,GO1,3,G6,854.65669747568,25.857029702169378,6.307336208104485,6.581004514184191
2018,GO,GO1,3,G7,854.65669747568,25.857029702169378,6.307336208104485,5.784473376689538
2018,GO,GO1,3,G8,854.65669747568,25.857029702169378,6.307336208104485,5.996268300315725
2018,GO,GO1,3,G9,854.65669747568,25.857029702169378,6.307336208104485,6.2839059751284605
2018,GO,GO1,3,G10,854.65669747568,25.857029702169378,6.307336208104485,5.796471538604424
2018,GO,GO1,3,G11,854.65669747568,25.857029702169378,6.307336208104485,6.797087875855732
2018,GO,GO1,3,G12,854.65669747568,25.857029702169378,6.307336208104485,6.1148248770872895
2018,GO,GO1,4,G1,854.65669747568,25.857029702169378,6.307336208104485,6.264328481326318
2018,GO,GO1,4,G2,854.65669747568,25.857029702169378,6.307336208104485,6.681190315948076
2018,GO,GO1,4,G3,854.65669747568,25.857029702169378,6.307336208104485,6.23041065326256
2018,GO,GO1,4,G4,854.65669747568,25.857029702169378,6.307336208104485,6.325115017433618
2018,GO,GO1,4,G5,854.65669747568,25.857029702169378,6.307336208104485,7.038592620165562
2018,GO,GO1,4,G6,854.65669747568,25.857029702169378,6.307336208104485,6.3880174625285875
2018,GO,GO1,4,G7,854.65669747568,25.857029702169378,6.307336208104485,5.645344848311956
2018,GO,GO1,4,G8,854.65669747568,25.857029702169378,6.307336208104485,6.748062243268911
2018,GO,GO1,4,G9,854.65669747568,25.857029702169378,6.307336208104485,6.165832729128381
2018,GO,GO1,4,G10,854.65669747568,25.857029702169378,6.307336208104485,6.141463661875697
2018,GO,GO1,4,G11,854.65669747568,25.857029702169378,6.307336208104485,6.867780923129493
2018,GO,GO1,4,G12,854.65669747568,25.857029702169378,6.307336208104485,6.359293124110462
2018,GO,GO2,1,G1,874.5839616701287,27.81286211883896,6.388888652577084,6.0267033083977
2018,GO,GO2,1,G2,874.5839616701287,27.81286211883896,6.388888652577084,6.89132901594192
2018,GO,GO2,1,G3,874.5839616701287,27.81286211883896,6.388888652577084,6.485442359882018
2018,GO,GO2,1,G4,874.5839616701287,27.81286211883896,6.388888652577084,6.863089201354125
2018,GO,GO2,1,G5,874.5839616701287,27.81286211883896,6.388888652577084,6.648737942787158
2018,GO,GO2,1,G6,874.5839616701287,27.81286211883896,6.388888652577084,6.603020409912472
2018,GO,GO2,1,G7,874.5839616701287,27.81286211883896,6.388888652577084,6.9632059876012615
2018,GO,GO2,1,G8,874.5839616701287,27.81286211883896,6.388888652577084,6.996729811994205
2018,GO,GO2,1,G9,874.5839616701287,27.81286211883896,6.388888652577084,6.681065358005216
2018,GO,GO2,1,G10,874.5839616701287,27.81286211883896,6.388888652577084,6.573975450927762
2018,GO,GO2,1,G11,874.5839616701287,27.81286211883896,6.388888652577084,6.628167311890392
2018,GO,GO2,1,G12,874.5839616701287,27.81286211883896,6.388888652577084,6.5615267026496245
2018,GO,GO2,2,G1,874.5839616701287,27.81286211883896,6.388888652577084,5.825092845648495
2018,GO,GO2,2,G2,874.5839616701287,27.81286211883896,6.388888652577084,7.0919144089985355
2018,GO,GO2,2,G3,874.5839616701287,27.81286211883896,6.388888652577084,6.84565454947964
2018,GO,GO2,2,G4,874.5839616701287,27.81286211883896,6.388888652577084,6.285987937369989
2018,GO,GO2,2,G5,874.5839616701287,27.81286211883896,6.388888652577084,6.3652270017809895
2018,GO,GO2,2,G6,874.5839616701287,27.81286211883896,6.388888652577084,6.830973937872594
2018,GO,GO2,2,G7,874.5839616701287,27.81286211883896,6.388888652577084,6.0758614737583185
2018,GO,GO2,2,G8,874.5839616701287,27.81286211883896,6.388888652577084,6.522765191955377
2018,GO,GO2,2,G9,874.5839616701287,27.81286211883896,6.388888652577084,6.190186804877732
2018,GO,GO2,2,G10,874.5839616701287,27.81286211883896,6.388888652577084,6.4669355141751845
2018,GO,GO2,2,G11,874.5839616701287,27.81286211883896,6.388888652577084,6.32833218603012
2018,GO,GO2,2,G12,874.5839616701287,27.81286211883896,6.388888652577084,5.609611029331681
2018,GO,GO2,3,G1,874.5839616701287,27.81286211883896,6.388888652577084,6.140270401962578
2018,GO,GO2,3,G2,874.5839616701287,27.81286211883896,6.388888652577084,6.8897717904350335
2018,GO,GO2,3,G3,874.5839616701287,27.81286211883896,6.388888652577084,6.781413664094044
2018,GO,GO2,3,G4,874.5839616701287,27.81286211883896,6.388888652577084,6.262225164717284
2018,GO,GO2,3,G5,874.5839616701287,27.81286211883896,6.388888652577084,6.405200538624938
2018,GO,GO2,3,G6,874.5839616701287,27.81286211883896,6.388888652577084,6.433978756230693
2018,GO,GO2,3,G7,874.5839616701287,27.81286211883896,6.388888652577084,6.984623909102906
2018,GO,GO2,3,G8,874.5839616701287,27.81286211883896,6.388888652577084,6.507175805842968
2018,GO,GO2,3,G9,874.5839616701287,27.81286211883896,6.388888652577084,6.6661510231131995
2018,GO,GO2,3,G10,874.5839616701287,27.81286211883896,6.388888652577084,6.562492993686448
2018,GO,GO2,3,G11,874.5839616701287,27.81286211883896,6.388888652577084,6.354806003454361
2018,GO,GO2,3,G12,874.5839616701287,27.81286211883896,6.388888652577084,6.579741248758589
2018,GO,GO2,4,G1,874.5839616701287,27.81286211883896,6.388888652577084,7.24264912914098
2018,GO,GO2,4,G2,874.5839616701287,27.81286211883896,6.388888652577084,7.178140991232935
2018,GO,GO2,4,G3,874.5839616701287,27.81286211883896,6.388888652577084,6.855934176641863
2018,GO,GO2,4,G4,874.5839616701287,27.81286211883896,6.388888652577084,7.18459903702196
2018,GO,GO2,4,G5,874.5839616701287,27.81286211883896,6.388888652577084,6.014570254844807
2018,GO,GO2,4,G6,874.5839616701287,27.81286211883896,6.388888652577084,5.5156282267458465
2018,GO,GO2,4,G7,874.5839616701287,27.81286211883896,6.388888652577084,6.1967632134796835
2018,GO,GO2,4,G8,874.5839616701287,27.81286211883896,6.388888652577084,6.982274078959963
2018,GO,GO2,4,G9,874.5839616701287,27.81286211883896,6.388888652577084,6.735126324947861
2018,GO,GO2,4,G10,874.5839616701287,27.81286211883896,6.388888652577084,6.20935548656788
2018,GO,GO2,4,G11,874.5839616701287,27.81286211883896,6.388888652577084,6.308535991168536
2018,GO,GO2,4,G12,874.5839616701287,27.81286211883896,6.388888652577084,6.848278438673495
2018,PR,PR1,1,G1,1062.9492376727299,23.353872374165412,6.165638046424215,7.067778515720695
2018,PR,PR1,1,G2,1062.9492376727299,23.353872374165412,6.165638046424215,6.652836253452312
2018,PR,PR1,1,G3,1062.9492376727299,23.353872374165412,6.165638046424215,6.820316665900233
2018,PR,PR1,1,G4,1062.9492376727299,23.353872374165412,6.165638046424215,6.927153409752664
2018,PR,PR1,1,G5,1062.9492376727299,23.353872374165412,6.165638046424215,6.858644855024046
2018,PR,PR1,1,G6,1062.9492376727299,23.353872374165412,6.165638046424215,7.239636031931461
2018,PR,PR1,1,G7,1062.9492376727299,23.353872374165412,6.165638046424215,6.134857851807912
2018,PR,PR1,1,G8,1062.9492376727299,23.353872374165412,6.165638046424215,7.469071053845505
2018,PR,PR1,1,G9,1062.9492376727299,23.353872374165412,6.165638046424215,6.902373303172067
2018,PR,PR1,1,G10,1062.9492376727299,23.353872374165412,6.165638046424215,7.173666813220093
2018,PR,PR1,1,G11,1062.9492376727299,23.353872374165412,6.165638046424215,7.330694500230625
2018,PR,PR1,1,G12,1062.9492376727299,23.353872374165412,6.165638046424215,7.543881029971652
2018,PR,PR1,2,G1,1062.9492376727299,23.353872374165412,6.165638046424215,7.409241092988956
2018,PR,PR1,2,G2,1062.9492376727299,23.353872374165412,6.165638046424215,7.246005453587103
2018,PR,PR1,2,G3,1062.9492376727299,23.353872374165412,6.165638046424215,7.377643004059478
2018,PR,PR1,2,G4,1062.9492376727299,23.353872374165412,6.165638046424215,5.9513900255877825
2018,PR,PR1,2,G5,1062.9492376727299,23.353872374165412,6.165638046424215,6.0219632846972315
2018,PR,PR1,2,G6,1062.9492376727299,23.353872374165412,6.165638046424215,7.479025835427775
2018,PR,PR1,2,G7,1062.9492376727299,23.353872374165412,6.165638046424215,7.246898543972352
2018,PR,PR1,2,G8,1062.9492376727299,23.353872374165412,6.165638046424215,5.998820451533197
2018,PR,PR1,2,G9,1062.9492376727299,23.353872374165412,6.165638046424215,6.946131532919398
2018,PR,PR1,2,G10,1062.9492376727299,23.353872374165412,6.165638046424215,6.464971203444572
2018,PR,PR1,2,G11,1062.9492376727299,23.353872374165412,6.165638046424215,6.594995606784098
2018,PR,PR1,2,G12,1062.9492376727299,23.353872374165412,6.165638046424215,7.232726191441569
2018,PR,PR1,3,G1,1062.9492376727299,23.353872374165412,6.165638046424215,6.412812224691903
2018,PR,PR1,3,G2,1062.9492376727299,23.353872374165412,6.165638046424215,6.455316294479969
2018,PR,PR1,3,G3,1062.9492376727299,23.353872374165412,6.165638046424215,7.076449241623571
2018,PR,PR1,3,G4,1062.9492376727299,23.353872374165412,6.165638046424215,6.987104605222833
2018,PR,PR1,3,G5,1062.9492376727299,23.353872374165412,6.165638046424215,6.552982317794335
2018,PR,PR1,3,G6,1062.9492376727299,23.353872374165412,6.165638046424215,6.366710732652998
2018,PR,PR1,3,G7,1062.9492376727299,23.353872374165412,6.165638046424215,6.805331392237923
2018,PR,PR1,3,G8,1062.9492376727299,23.353872374165412,6.165638046424215,6.765697841880359
2018,PR,PR1,3,G9,1062.9492376727299,23.353872374165412,6.165638046424215,6.954663877045706
2018,PR,PR1,3,G10,1062.9492376727299,23.353872374165412,6.165638046424215,6.92598302288558
2018,PR,PR1,3,G11,1062.9492376727299,23.353872374165412,6.165638046424215,7.088440377187
2018,PR,PR1,3,G12,1062.9492376727299,23.353872374165412,6.165638046424215,6.606199887001983
2018,PR,PR1,4,G1,1062.9492376727299,23.353872374165412,6.165638046424215,5.66773084435624
2018,PR,PR1,4,G2,1062.9492376727299,23.353872374165412,6.165638046424215,7.767280772368251
2018,PR,PR1,4,G3,1062.9492376727299,23.353872374165412,6.165638046424215,6.907234499478786
2018,PR,PR1,4,G4,1062.9492376727299,23.353872374165412,6.165638046424215,7.631813746198646
2018,PR,PR1,4,G5,1062.9492376727299,23.353872374165412,6.165638046424215,7.313783968967861
2018,PR,PR1,4,G6,1062.9492376727299,23.353872374165412,6.165638046424215,6.188032082398499
2018,PR,PR1,4,G7,1062.9492376727299,23.353872374165412,6.165638046424215,6.821652827980213
2018,PR,PR1,4,G8,1062.9492376727299,23.353872374165412,6.165638046424215,6.19332146200261
2018,PR,PR1,4,G9,1062.9492376727299,23.353872374165412,6.165638046424215,6.79634664825894
2018,PR,PR1,4,G10,1062.9492376727299,23.353872374165412,6.165638046424215,7.242598897206641
2018,PR,PR1,4,G11,1062.9492376727299,23.353872374165412,6.165638046424215,7.498988839775718
2018,PR,PR1,4,G12,1062.9492376727299,23.353872374165412,6.165638046424215,6.85164865761281
2018,PR,PR2,1,G1,1243.1128034947726,20.962753845673543,6.1428983965749175,6.687695102702537
2018,PR,PR2,1,G2,1243.1128034947726,20.962753845673543,6.1428983965749175,8.06685669735599
2018,PR,PR2,1,G3,1243.1128034947726,20.962753845673543,6.1428983965749175,6.867669168059765
2018,PR,PR2,1,G4,1243.1128034947726,20.962753845673543,6.1428983965749175,6.956820245847637
2018,PR,PR2,1,G5,1243.1128034947726,20.962753845673543,6.1428983965749175,6.904746626617796
2018,PR,PR2,1,G6,1243.1128034947726,20.962753845673543,6.1428983965749175,7.16772097814503
2018,PR,PR2,1,G7,1243.1128034947726,20.962753845673543,6.1428983965749175,7.412637458671415
2018,PR,PR2,1,G8,1243.1128034947726,20.962753845673543,6.1428983965749175,7.037410399094424
2018,PR,PR2,1,G9,1243.1128034947726,20.962753845673543,6.1428983965749175,7.234872063187125
2018,PR,PR2,1,G10,1243.1128034947726,20.962753845673543,6.1428983965749175,7.31935817633935
2018,PR,PR2,1,G11,1243.1128034947726,20.962753845673543,6.1428983965749175,7.504512697095355
2018,PR,PR2,1,G12,1243.1128034947726,20.962753845673543,6.1428983965749175,6.755412276276745
2018,PR,PR2,2,G1,1243.1128034947726,20.962753845673543,6.1428983965749175,7.163572580389601
2018,PR,PR2,2,G2,1243.1128034947726,20.962753845673543,6.1428983965749175,6.6482222674993965
2018,PR,PR2,2,G3,1243.1128034947726,20.962753845673543,6.1428983965749175,6.673102364428319
2018,PR,PR2,2,G4,1243.1128034947726,20.962753845673543,6.1428983965749175,7.237528025917018
2018,PR,PR2,2,G5,1243.1128034947726,20.962753845673543,6.1428983965749175,7.237635321306464
2018,PR,PR2,2,G6,1243.1128034947726,20.962753845673543,6.1428983965749175,7.045867190837889
2018,PR,PR2,2,G7,1243.1128034947726,20.962753845673543,6.1428983965749175,7.063247641391726
2018,PR,PR2,2,G8,1243.1128034947726,20.962753845673543,6.1428983965749175,6.893425895289761
2018,PR,PR2,2,G9,1243.1128034947726,20.962753845673543,6.1428983965749175,7.601641100030453
2018,PR,PR2,2,G10,1243.1128034947726,20.962753845673543,6.1428983965749175,7.422837824143841
2018,PR,PR2,2,G11,1243.1128034947726,20.962753845673543,6.1428983965749175,7.814737745547
2018,PR,PR2,2,G12,1243.1128034947726,20.962753845673543,6.1428983965749175,6.166465499104295
2018,PR,PR2,3,G1,1243.1128034947726,20.962753845673543,6.1428983965749175,7.5047221239129245
2018,PR,PR2,3,G2,1243.1128034947726,20.962753845673543,6.1428983965749175,7.342163662254666
2018,PR,PR2,3,G3,1243.1128034947726,20.962753845673543,6.1428983965749175,7.318002818160051
2018,PR,PR2,3,G4,1243.1128034947726,20.962753845673543,6.1428983965749175,7.832499343573473
2018,PR,PR2,3,G5,1243.1128034947726,20.962753845673543,6.1428983965749175,7.367168021854894
2018,PR,PR2,3,G6,1243.1128034947726,20.962753845673543,6.1428983965749175,7.032948223056385
2018,PR,PR2,3,G7,1243.1128034947726,20.962753845673543,6.1428983965749175,7.388086311036573
2018,PR,PR2,3,G8,1243.1128034947726,20.962753845673543,6.1428983965749175,7.845492452736959
2018,PR,PR2,3,G9,1243.1128034947726,20.962753845673543,6.1428983965749175,7.5977475251884155
2018,PR,PR2,3,G10,1243.1128034947726,20.962753845673543,6.1428983965749175,7.713372844510574
2018,PR,PR2,3,G11,1243.1128034947726,20.962753845673543,6.1428983965749175,6.297635273994684
2018,PR,PR2,3,G12,1243.1128034947726,20.962753845673543,6.1428983965749175,6.495882885030703
2018,PR,PR2,4,G1,1243.1128034947726,20.962753845673543,6.1428983965749175,7.657157164380184
2018,PR,PR2,4,G2,1243.1128034947726,20.962753845673543,6.1428983965749175,7.401453193993199
2018,PR,PR2,4,G3,1243.1128034947726,20.962753845673543,6.1428983965749175,7.204037520921125
2018,PR,PR2,4,G4,1243.1128034947726,20.962753845673543,6.1428983965749175,7.562921212270126
2018,PR,PR2,4,G5,1243.1128034947726,20.962753845673543,6.1428983965749175,6.951818660578756
2018,PR,PR2,4,G6,1243.1128034947726,20.962753845673543,6.1428983965749175,7.366843330466912
2018,PR,PR2,4,G7,1243.1128034947726,20.962753845673543,6.1428983965749175,8.0217536682527
2018,PR,PR2,4,G8,1243.1128034947726,20.962753845673543,6.1428983965749175,7.436892969532773
2018,PR,PR2,4,G9,1243.1128034947726,20.962753845673543,6.1428983965749175,6.9607891165402505
2018,PR,PR2,4,G10,1243.1128034947726,20.962753845673543,6.1428983965749175,7.475419911685232
2018,PR,PR2,4,G11,1243.1128034947726,20.962753845673543,6.1428983965749175,7.24759735578404
2018,PR,PR2,4,G12,1243.1128034947726,20.962753845673543,6.1428983965749175,7.572826701605254
2018,RS,RS1,1,G1,1383.0031955406319,19.48998360114525,6.119037519411989,7.1485577524835575
2018,RS,RS1,1,G2,1383.0031955406319,19.48998360114525,6.119037519411989,7.931239811358714
2018,RS,RS1,1,G3,1383.0031955406319,19.48998360114525,6.119037519411989,7.433976945161784
2018,RS,RS1,1,G4,1383.0031955406319,19.48998360114525,6.119037519411989,8.253864014978422
